"Name","Job Type","Tags","Created","Updated","End Time","Runtime","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","model_name","n_trial","accuracy_scores","accuracy_score_average","f1_score_average","f1_scores","precision_score_average","precision_scores","recall_score_average","recall_scores"
"eff8b38a-08e1-11ed-a65c-ac1f6bac3fd4","","","2022-07-21T10:40:47.000Z","2022-07-21T10:42:28.000Z","2022-07-21T10:42:28.000Z","101","","enigma21","","","","2","Tesla P100-PCIE-16GB","lr","500","[0.9597457627118644,0.9851380042462844,0.9660297239915074,0.9384288747346072,0.9554140127388536]","0.9609512756846236","0.9598943852563032","[0.9587852494577008,0.9850746268656716,0.9656652360515022,0.9356984478935698,0.9542483660130718]","0.9812859648161476","[0.9822222222222222,0.9914163090128756,0.9782608695652174,0.976851851851852,0.9776785714285714]","0.9396862603678324","[0.9364406779661016,0.9788135593220338,0.9533898305084746,0.8978723404255319,0.9319148936170212]"
"f089bac0-08e0-11ed-a65c-ac1f6bac3fd4","","","2022-07-21T10:33:38.000Z","2022-07-21T10:40:44.000Z","2022-07-21T10:40:44.000Z","426","","enigma21","","","","2","Tesla P100-PCIE-16GB","svm","500","[0.9470338983050848,0.9745222929936306,0.9660297239915074,0.929936305732484,0.9532908704883228]","0.954162618302206","0.9524432511985526","[0.9464668094218416,0.9739130434782608,0.965217391304348,0.925507900677201,0.9511111111111112]","0.9857414291135222","[0.9567099567099568,1,0.9910714285714286,0.9855769230769232,0.9953488372093025]","0.9218499819689868","[0.9364406779661016,0.9491525423728814,0.940677966101695,0.8723404255319149,0.9106382978723404]"
"018256ac-08d7-11ed-a65c-ac1f6bac3fd4","","","2022-07-21T09:22:32.000Z","2022-07-21T10:33:36.000Z","2022-07-21T10:33:36.000Z","4264","","enigma21","","","","2","Tesla P100-PCIE-16GB","rfc","500","[0.9491525423728814,0.9766454352441614,0.9681528662420382,0.940552016985138,0.9575371549893844]","0.9584080031667206","0.9570952363376886","[0.9473684210526316,0.9763440860215054,0.967741935483871,0.9375,0.9565217391304348]","0.983862115838252","[0.9818181818181818,0.9912663755458516,0.982532751091703,0.9859154929577464,0.9777777777777776]","0.9320591417237648","[0.9152542372881356,0.961864406779661,0.9533898305084746,0.8936170212765957,0.9361702127659576]"
"663bc808-08d2-11ed-a65c-ac1f6bac3fd4","","","2022-07-21T08:49:34.000Z","2022-07-21T09:22:29.000Z","2022-07-21T09:22:29.000Z","1975","","enigma21","","","","2","Tesla P100-PCIE-16GB","lgb","500","[0.9533898305084746,0.978768577494692,0.970276008492569,0.9469214437367304,0.9596602972399152]","0.961803231494476","0.961091706727208","[0.9529914529914528,0.978723404255319,0.9702127659574468,0.9445676274944568,0.9589632829373652]","0.9756534350908216","[0.961206896551724,0.9829059829059827,0.9743589743589745,0.9861111111111112,0.9736842105263158]","0.9473314100252436","[0.9449152542372882,0.9745762711864406,0.9661016949152542,0.9063829787234042,0.9446808510638298]"
